vendor_disrupted,molecule,country,shipment_qty,delay_days,severity,lane_vendor_count,has_alternate,action,alternate_vendor,volume_coverage,route
SCMS from RDC,Lamivudine/Zidovudine,Côte d'Ivoire,43848.0,2,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.347,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Zidovudine,Mozambique,2151.0,14,2,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.347,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Zidovudine,Mozambique,567.0,14,2,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Uganda,61394.0,13,2,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.472,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Nigeria,2027.0,2,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,1.0,CIPLA LIMITED -> Nigeria
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Zambia,78787.0,8,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.986,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Cameroon,45000.0,9,2,4,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.644,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Cameroon
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zimbabwe,131520.0,6,1,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.28,HETERO LABS LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Zimbabwe,14217.0,7,1,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.945,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zimbabwe
SCMS from RDC,Lopinavir/Ritonavir,Côte d'Ivoire,16000.0,6,1,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.212,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Zidovudine,Côte d'Ivoire,2000.0,6,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Zidovudine,Burundi,8040.0,2,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Burundi
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Uganda,21709.0,18,2,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Uganda
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Tanzania,3478.0,4,1,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Tanzania
SCMS from RDC,Lamivudine/Zidovudine,Uganda,4160.0,4,1,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Lamivudine,Burundi,549.0,48,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Burundi
SCMS from RDC,Nevirapine,Côte d'Ivoire,2000.0,7,1,3,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> Côte d'Ivoire
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Tanzania,337.0,56,4,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Tanzania
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Tanzania,9312.0,35,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,1.0,CIPLA LIMITED -> Tanzania
SCMS from RDC,Efavirenz,South Sudan,2100.0,20,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> South Sudan
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Rwanda,26540.0,3,1,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.838,Aurobindo Pharma Limited -> Rwanda
SCMS from RDC,Abacavir/Lamivudine,Tanzania,9458.0,19,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,1.0,CIPLA LIMITED -> Tanzania
SCMS from RDC,Abacavir/Lamivudine,Zimbabwe,2088.0,12,2,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zimbabwe
SCMS from RDC,Zidovudine,Côte d'Ivoire,5700.0,13,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.368,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Nevirapine,Tanzania,13171.0,19,2,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Tanzania
SCMS from RDC,Lopinavir/Ritonavir,Rwanda,5247.0,25,3,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.647,Aurobindo Pharma Limited -> Rwanda
SCMS from RDC,Abacavir,Côte d'Ivoire,6200.0,13,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,ASPEN PHARMACARE -> Côte d'Ivoire
SCMS from RDC,Abacavir/Lamivudine,Côte d'Ivoire,611.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Côte d'Ivoire,100000.0,14,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,0.335,HETERO LABS LIMITED -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Zidovudine,Rwanda,18000.0,8,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.845,Aurobindo Pharma Limited -> Rwanda
SCMS from RDC,Lopinavir/Ritonavir,Guyana,1484.0,3,1,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Guyana
SCMS from RDC,Lamivudine,Côte d'Ivoire,519.0,14,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Nigeria,401961.0,2,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.072,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Nigeria
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Uganda,34138.0,28,3,3,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.394,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Nigeria,15.0,2,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Efavirenz,Mozambique,63000.0,10,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.561,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Efavirenz,Zimbabwe,819.0,18,2,3,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine,Mozambique,648.0,10,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Mozambique
SCMS from RDC,Nevirapine,Côte d'Ivoire,4000.0,10,2,3,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Rwanda,97619.0,32,3,4,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Rwanda
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Mozambique,47108.0,9,2,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.711,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Tanzania,14789.0,4,1,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Tanzania
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zambia,29440.0,4,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Abacavir,Zambia,323.0,14,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,South Sudan,7764.0,15,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> South Sudan
SCMS from RDC,Lopinavir/Ritonavir,Zambia,35822.0,6,1,3,True,T1_ALT_VENDOR_SAME_LANE,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0.035,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV) -> Zambia
SCMS from RDC,Lamivudine/Zidovudine,"Congo, DRC",3485.0,8,2,2,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,"CIPLA LIMITED -> Congo, DRC"
SCMS from RDC,Abacavir/Lamivudine,Côte d'Ivoire,10000.0,9,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.225,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Abacavir/Lamivudine,Côte d'Ivoire,2600.0,9,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.863,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Zidovudine,Zambia,7130.0,51,4,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.104,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Efavirenz,"Congo, DRC",2955.0,42,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Zidovudine,"Congo, DRC",2829.0,42,3,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.742,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,"Congo, DRC",3300.0,42,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,"MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Congo, DRC"
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,90472.0,68,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.168,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Efavirenz,Mozambique,77000.0,60,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.459,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Zidovudine,Uganda,1000.0,1,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zambia,20327.0,19,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Tenofovir Disoproxil Fumarate,"Congo, DRC",5850.0,19,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Efavirenz,Côte d'Ivoire,25555.0,4,1,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0.063,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Zidovudine,Côte d'Ivoire,1956.0,12,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,43334.0,4,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.351,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Lopinavir/Ritonavir,Côte d'Ivoire,11728.0,15,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.289,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Zidovudine,Côte d'Ivoire,19000.0,12,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.8,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Nevirapine,Zambia,198040.0,26,3,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.136,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Zimbabwe,4550.0,10,2,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zimbabwe
SCMS from RDC,Lamivudine/Zidovudine,Zimbabwe,20000.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.553,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zimbabwe
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Burundi,1728.0,1,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Burundi
SCMS from RDC,Lamivudine/Zidovudine,Nigeria,148569.0,8,2,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.116,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Nevirapine,Togo,240.0,24,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Togo
SCMS from RDC,Lamivudine,"Congo, DRC",110.0,61,4,2,True,T1_ALT_VENDOR_SAME_LANE,MICRO LABS LIMITED,1.0,"MICRO LABS LIMITED -> Congo, DRC"
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,"Congo, DRC",4355.0,12,2,3,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,"CIPLA LIMITED -> Congo, DRC"
SCMS from RDC,Lamivudine/Zidovudine,Nigeria,37742.0,20,2,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.457,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Efavirenz,"Congo, DRC",9800.0,30,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Tenofovir Disoproxil Fumarate,Rwanda,385.0,7,1,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Rwanda
SCMS from RDC,Efavirenz,Côte d'Ivoire,9800.0,6,1,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0.165,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Côte d'Ivoire
SCMS from RDC,Efavirenz,Nigeria,301.0,5,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Efavirenz,Nigeria,2200.0,5,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Efavirenz,Côte d'Ivoire,30464.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0.053,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Côte d'Ivoire
SCMS from RDC,Lamivudine,Côte d'Ivoire,2000.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Nevirapine,Haiti,26400.0,2,1,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Haiti
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Zimbabwe,28610.0,3,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,0.685,CIPLA LIMITED -> Zimbabwe
SCMS from RDC,Tenofovir Disoproxil Fumarate,Côte d'Ivoire,488.0,4,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Nigeria,40750.0,1,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,0.822,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Zidovudine,Haiti,4672.0,13,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.449,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Nevirapine,Nigeria,1400.0,5,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Mozambique,71449.0,14,2,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.469,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Efavirenz,Haiti,70.0,7,1,8,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Efavirenz,Nigeria,48860.0,19,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.724,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Lamivudine,Nigeria,4100.0,19,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Lamivudine/Stavudine,Uganda,204.0,6,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Uganda
SCMS from RDC,Tenofovir Disoproxil Fumarate,Nigeria,2500.0,19,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Mozambique,120099.0,24,3,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.279,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Efavirenz,Zambia,170000.0,7,1,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.208,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Zambia,59446.0,7,1,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Nevirapine,Côte d'Ivoire,100425.0,22,3,3,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.577,CIPLA LIMITED -> Côte d'Ivoire
SCMS from RDC,Abacavir,Zambia,16200.0,16,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.042,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Nevirapine,Côte d'Ivoire,2084.0,6,1,3,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> Côte d'Ivoire
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Côte d'Ivoire,14440.0,51,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Zidovudine,Zimbabwe,1884.0,30,3,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zimbabwe
SCMS from RDC,Nevirapine,Zambia,10927.0,39,3,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Nevirapine,Uganda,10500.0,13,2,4,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Uganda
SCMS from RDC,Lamivudine/Zidovudine,Uganda,14893.0,13,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Zimbabwe,20000.0,13,2,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.672,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zimbabwe
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Nigeria,87357.0,21,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,0.384,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Nevirapine,Zambia,10000.0,33,3,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Nevirapine,Nigeria,17376.0,14,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.403,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Nevirapine,Nigeria,64995.0,21,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.108,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Nevirapine,Zambia,31043.0,51,4,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.87,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Zidovudine,Mozambique,6250.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.12,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,26308.0,15,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.578,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Uganda,30000.0,19,2,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Uganda
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zimbabwe,10114.0,7,1,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zimbabwe
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Nigeria,2389.0,105,5,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),1.0,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Nigeria
SCMS from RDC,Tenofovir Disoproxil Fumarate,Ghana,38760.0,120,5,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Ghana
SCMS from RDC,Abacavir,"Congo, DRC",147.0,4,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,"ASPEN PHARMACARE -> Congo, DRC"
SCMS from RDC,Zidovudine,"Congo, DRC",166.0,18,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Mozambique,25394.0,17,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,0.772,CIPLA LIMITED -> Mozambique
SCMS from RDC,Lamivudine/Zidovudine,Burundi,25240.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.603,Aurobindo Pharma Limited -> Burundi
SCMS from RDC,Abacavir,Burundi,350.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,ASPEN PHARMACARE -> Burundi
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Mozambique,2551.0,3,1,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Nevirapine,Mozambique,24496.0,1,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Mozambique
SCMS from RDC,Efavirenz,Zambia,70156.0,4,1,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.504,Aurobindo Pharma Limited -> Zambia
